"time","num_viewers","num_tweets","num_chats","num_emotes","num_donations","total_donations"
"2018-06-24 18:17:00+00",103062,30,66,69,356,79976.67
"2018-06-24 18:18:00+00",103387,25,52,62,359,80201.67
"2018-06-24 18:19:00+00",103518,33,87,110,359,80201.67
"2018-06-24 21:50:00+00",117379,13,34,23,856,103556.76
"2018-06-24 21:51:00+00",117708,13,17,19,858,103616.76
"2018-06-24 21:52:00+00",117708,15,28,24,861,103711.76
"2018-06-24 21:53:00+00",117580,17,60,46,864,103821.76
"2018-06-24 21:54:00+00",117851,11,30,15,865,103836.76
"2018-06-24 21:55:00+00",117970,15,21,14,866,103861.76
"2018-06-24 21:56:00+00",118378,23,54,44,867,103891.76
"2018-06-24 21:57:00+00",118636,18,57,77,870,104171.76
"2018-06-24 21:58:00+00",118996,13,57,49,871,104221.76
"2018-06-24 21:59:00+00",119809,19,65,34,874,104436.76
"2018-06-24 22:00:00+00",120346,23,41,38,875,104446.76
"2018-06-24 22:01:00+00",120644,14,86,49,877,104476.76
"2018-06-24 22:02:00+00",120761,18,45,36,877,104476.76
"2018-06-24 22:03:00+00",119828,12,110,204,877,104476.76
"2018-06-24 22:04:00+00",118673,32,304,761,881,104601.76
"2018-06-24 22:05:00+00",118529,32,80,148,882,104651.76
"2018-06-24 22:06:00+00",118783,30,82,54,883,104656.76
"2018-06-24 22:07:00+00",119843,39,53,37,885,104726.76
"2018-06-24 22:08:00+00",117688,38,71,29,891,104921.76
"2018-06-24 22:09:00+00",114020,34,195,136,891,104921.76
"2018-06-24 22:10:00+00",111755,32,138,73,893,105011.76
"2018-06-24 22:11:00+00",111128,36,64,70,895,105051.76
"2018-06-25 08:33:00+00",61941,7,24,16,2456,173696.88
"2018-06-25 08:34:00+00",62418,7,43,31,2456,173696.88
"2018-06-25 08:35:00+00",62493,4,27,27,2456,173696.88
"2018-06-25 08:36:00+00",62785,4,19,10,2457,173846.88
"2018-06-25 08:37:00+00",62746,3,25,5,2457,173846.88
"2018-06-25 08:38:00+00",62836,7,33,34,2459,173881.88
"2018-06-25 08:39:00+00",62995,3,34,6,2460,174881.88
"2018-06-25 08:40:00+00",63004,3,25,6,2462,174911.88
"2018-06-25 08:41:00+00",63098,5,27,11,2462,174911.88
"2018-06-25 08:42:00+00",63220,5,22,6,2463,175911.88
"2018-06-25 08:43:00+00",63138,7,93,91,2464,175916.88
"2018-06-25 08:44:00+00",63362,6,27,22,2464,175916.88
"2018-06-25 08:45:00+00",63535,4,64,81,2464,175916.88
"2018-06-25 08:46:00+00",63536,5,67,58,2464,175916.88
"2018-06-25 08:47:00+00",63744,8,75,98,2464,175916.88
"2018-06-25 08:48:00+00",63987,6,46,28,2465,175926.88
"2018-06-25 08:49:00+00",63959,6,35,20,2465,175926.88
"2018-06-25 08:50:00+00",64025,8,38,22,2466,175946.88
"2018-06-25 08:51:00+00",62847,8,18,6,2467,175956.88
"2018-06-25 08:52:00+00",62302,8,77,52,2467,175956.88
"2018-06-25 08:53:00+00",61677,11,52,68,2468,175961.88
"2018-06-25 08:54:00+00",61521,10,22,20,2468,175961.88
"2018-06-25 08:55:00+00",61582,16,39,24,2469,175971.88
"2018-06-25 08:56:00+00",62021,15,55,47,2469,175971.88
"2018-06-25 08:57:00+00",61950,2,27,22,2470,175981.88
"2018-06-25 08:58:00+00",62243,9,51,42,2472,176016.88
"2018-06-25 08:59:00+00",62779,3,41,29,2473,176041.88
"2018-06-25 09:00:00+00",62752,14,36,18,2473,176041.88
"2018-06-25 09:01:00+00",62994,4,51,36,2474,176091.88
"2018-06-25 09:02:00+00",63405,6,20,14,2475,176096.88
"2018-06-25 09:03:00+00",63402,11,77,151,2475,176096.88
"2018-06-25 09:04:00+00",63453,8,52,35,2476,176196.88
"2018-06-25 09:05:00+00",63453,11,29,14,2476,176196.88
"2018-06-25 09:06:00+00",63523,2,28,25,2477,176216.88
"2018-06-25 09:07:00+00",62347,12,38,22,2477,176216.88
"2018-06-25 09:08:00+00",62347,10,34,20,2478,176221.88
"2018-06-25 09:09:00+00",62310,7,27,8,2478,176221.88
"2018-06-25 09:10:00+00",62057,6,38,21,2479,176231.88
"2018-06-25 09:11:00+00",61909,7,31,14,2479,176231.88
"2018-06-25 09:12:00+00",61706,7,32,24,2481,176246.88
"2018-06-25 09:13:00+00",61557,14,32,17,2484,176336.88
"2018-06-25 09:14:00+00",61554,7,37,14,2486,176356.88
"2018-06-25 09:15:00+00",61532,5,41,26,2486,176356.88
"2018-06-25 09:16:00+00",62082,11,16,19,2488,176366.88
"2018-06-25 09:17:00+00",61955,6,16,7,2488,176366.88
"2018-06-24 17:01:00+00",74007,108,140,152,67,2444.16
"2018-06-24 17:02:00+00",75044,77,138,178,71,2499.16
"2018-06-24 17:03:00+00",75670,86,97,80,75,69797.16
"2018-06-24 17:04:00+00",77609,90,442,472,77,70057.16
"2018-06-24 17:05:00+00",78134,150,132,94,82,70432.16
"2018-06-24 17:06:00+00",79500,122,87,90,88,70782.16
"2018-06-24 17:07:00+00",81346,84,123,133,95,71017.16
"2018-06-24 17:08:00+00",82715,96,98,74,102,71128.16
"2018-06-24 17:09:00+00",83312,56,164,148,106,71353.16
"2018-06-24 17:10:00+00",84137,55,95,84,117,71923.16
"2018-06-24 17:11:00+00",84518,70,85,85,125,72218.16
"2018-06-24 17:12:00+00",84885,43,83,76,129,72338.16
"2018-06-24 17:13:00+00",85458,49,120,141,133,72433.16
"2018-06-24 17:14:00+00",86169,43,67,115,133,72433.16
"2018-06-24 17:15:00+00",86355,38,83,107,140,72768.16
"2018-06-24 17:16:00+00",86650,51,125,190,145,73148.16
"2018-06-24 17:17:00+00",87367,49,107,118,150,73248.16
"2018-06-24 17:18:00+00",87719,46,66,32,155,73445.16
"2018-06-24 17:19:00+00",87939,50,67,68,158,73630.16
"2018-06-24 17:20:00+00",88502,55,129,176,159,73645.16
"2018-06-24 17:21:00+00",88747,45,54,76,160,73655.16
"2018-06-24 17:22:00+00",89057,48,70,39,163,73710.16
"2018-06-24 17:23:00+00",89224,44,147,100,169,73902.16
"2018-06-24 17:24:00+00",89536,40,68,69,173,73972.16
"2018-06-24 17:25:00+00",90098,46,130,204,180,74280.17
"2018-06-24 17:26:00+00",90545,36,85,74,180,74280.17
"2018-06-24 17:27:00+00",90940,46,91,115,184,74490.17
"2018-06-24 17:28:00+00",91098,48,77,89,187,74560.17
"2018-06-24 17:29:00+00",91754,50,77,91,189,74635.17
"2018-06-24 17:30:00+00",91873,56,131,123,190,74660.17
"2018-06-24 17:31:00+00",92298,34,68,36,193,74750.17
"2018-06-24 17:32:00+00",92560,34,154,146,198,74825.17
"2018-06-24 17:33:00+00",92747,39,89,95,202,74950.17
"2018-06-24 17:34:00+00",93323,56,55,79,204,75000.17
"2018-06-24 17:35:00+00",93812,45,84,87,206,75050.17
"2018-06-24 17:36:00+00",94533,29,124,127,208,75220.17
"2018-06-24 17:37:00+00",94877,43,140,178,209,75240.21
"2018-06-24 17:38:00+00",94987,41,52,65,212,75440.21
"2018-06-24 18:20:00+00",103762,32,64,42,361,80268.67
"2018-06-24 18:21:00+00",103910,32,75,64,361,80268.67
"2018-06-24 18:22:00+00",104339,25,44,51,361,80268.67
"2018-06-24 18:23:00+00",104252,33,61,62,363,80303.67
"2018-06-24 18:24:00+00",104343,30,47,74,363,80303.67
"2018-06-24 18:25:00+00",104690,29,43,30,364,80318.67
"2018-06-24 18:26:00+00",104936,30,41,48,366,80443.67
"2018-06-24 18:27:00+00",105291,29,59,73,367,80458.67
"2018-06-24 18:28:00+00",105311,27,56,56,370,80503.67
"2018-06-24 18:29:00+00",105103,39,114,157,371,80518.67
"2018-06-24 18:30:00+00",105272,28,60,64,373,80538.67
"2018-06-24 18:31:00+00",105272,25,56,67,373,80538.67
"2018-06-24 18:32:00+00",105739,39,102,97,376,80608.67
"2018-06-24 18:33:00+00",105969,25,51,84,380,80668.67
"2018-06-24 18:34:00+00",106179,41,108,129,382,80708.67
"2018-06-24 18:35:00+00",106344,34,60,83,387,80823.67
"2018-06-24 18:36:00+00",106305,29,103,164,388,81073.67
"2018-06-24 18:37:00+00",106738,35,88,110,391,81423.67
"2018-06-24 18:38:00+00",107186,31,29,40,397,81574.12
"2018-06-24 18:39:00+00",107766,24,57,51,399,81739.12
"2018-06-24 18:40:00+00",108118,26,49,25,399,81739.12
"2018-06-24 18:41:00+00",108289,40,76,48,402,81799.12
"2018-06-24 18:42:00+00",108278,34,92,158,408,82024.12
"2018-06-24 18:43:00+00",108506,24,169,162,413,82239.12
"2018-06-24 18:44:00+00",108506,22,362,705,414,82244.12
"2018-06-24 18:45:00+00",109484,28,170,532,414,82244.12
"2018-06-24 18:46:00+00",109779,31,233,630,417,83369.12
"2018-06-24 18:47:00+00",111424,60,112,166,419,83389.12
"2018-06-24 18:48:00+00",111424,54,60,97,422,83454.12
"2018-06-24 18:49:00+00",112221,58,69,46,423,83469.12
"2018-06-24 18:50:00+00",110014,42,66,48,426,83554.12
"2018-06-24 18:51:00+00",105704,44,85,82,429,83719.12
"2018-06-24 18:52:00+00",105318,41,76,94,431,83784.12
"2018-06-24 18:53:00+00",105377,38,52,49,436,83849.12
"2018-06-24 18:54:00+00",104905,29,53,63,438,83889.12
"2018-06-24 18:55:00+00",103843,37,123,103,440,83934.12
"2018-06-24 18:56:00+00",103460,27,90,77,443,84089.12
"2018-06-24 18:57:00+00",103195,22,97,86,445,84149.12
"2018-06-24 18:58:00+00",103153,36,137,121,447,84414.12
"2018-06-24 18:59:00+00",102963,38,93,86,447,84414.12
"2018-06-24 19:00:00+00",102707,43,147,136,447,84414.12
"2018-06-24 19:01:00+00",102950,46,51,38,449,84434.12
"2018-06-24 22:12:00+00",110951,26,55,31,898,105126.76
"2018-06-24 22:13:00+00",110154,30,32,32,910,105551.76
"2018-06-24 22:14:00+00",110373,30,84,32,916,105706.76
"2018-06-24 22:15:00+00",111475,25,49,31,922,105931.76
"2018-06-24 22:16:00+00",111737,31,40,27,929,106151.76
"2018-06-24 22:17:00+00",112571,24,65,69,938,106671.76
"2018-06-24 22:18:00+00",112752,33,175,140,945,106976.76
"2018-06-24 22:19:00+00",113120,30,76,45,957,107921.76
"2018-06-24 22:20:00+00",113627,32,105,109,964,108156.76
"2018-06-24 22:21:00+00",125193,13,101,71,967,108281.76
"2018-06-24 22:22:00+00",125193,28,71,54,972,108656.76
"2018-06-24 22:23:00+00",124323,28,82,41,977,108757.76
"2018-06-24 22:24:00+00",123953,17,154,85,977,108757.76
"2018-06-24 22:25:00+00",123849,23,102,56,982,108897.76
"2018-06-24 22:26:00+00",124573,23,84,57,987,110152.76
"2018-06-24 22:27:00+00",124198,21,101,60,989,110317.76
"2018-06-24 22:28:00+00",123910,11,322,258,992,110377.76
"2018-06-24 22:29:00+00",123491,27,130,89,996,110837.76
"2018-06-24 22:30:00+00",123354,36,120,79,997,110847.76
"2018-06-24 22:31:00+00",123778,39,107,68,998,110997.76
"2018-06-24 22:32:00+00",123094,38,93,60,999,111027.76
"2018-06-24 22:33:00+00",122621,34,190,99,1000,111077.76
"2018-06-24 22:34:00+00",121754,26,117,80,1003,111192.76
"2018-06-24 22:35:00+00",121754,22,140,78,1003,111192.76
"2018-06-24 22:36:00+00",121732,25,107,61,1004,111202.76
"2018-06-24 22:37:00+00",121670,29,68,23,1006,111267.76
"2018-06-24 22:38:00+00",121432,28,69,39,1008,111442.76
"2018-06-24 22:39:00+00",121309,26,81,47,1010,111497.76
"2018-06-24 22:40:00+00",121069,38,110,72,1012,111667.76
"2018-06-24 22:41:00+00",120797,30,132,105,1014,111722.76
"2018-06-24 22:42:00+00",120636,23,187,126,1016,111777.76
"2018-06-24 22:43:00+00",120679,33,105,73,1018,111787.76
"2018-06-24 17:39:00+00",95320,34,84,101,218,75700.21
"2018-06-24 17:40:00+00",96294,35,115,155,218,75700.21
"2018-06-24 17:41:00+00",96239,36,97,134,218,75700.21
"2018-06-24 17:42:00+00",96528,31,129,110,219,75750.21
"2018-06-24 17:43:00+00",96896,26,154,204,223,76225.21
"2018-06-24 17:44:00+00",97394,30,56,54,225,76250.21
"2018-06-24 17:45:00+00",97837,30,56,106,227,76300.21
"2018-06-24 17:46:00+00",98222,24,80,93,229,76340.21
"2018-06-24 17:47:00+00",98774,35,108,127,229,76340.21
"2018-06-24 17:48:00+00",98774,32,77,82,229,76340.21
"2018-06-24 17:49:00+00",100576,30,351,1049,231,76395.21
"2018-06-24 17:50:00+00",100576,42,131,342,232,76400.21
"2018-06-24 17:51:00+00",101406,66,172,299,235,76595.21
"2018-06-24 17:52:00+00",101588,66,162,168,235,76595.21
"2018-06-24 17:53:00+00",101845,49,82,100,237,76625.21
"2018-06-24 17:54:00+00",100766,49,79,135,242,76800.21
"2018-06-24 17:55:00+00",97654,67,69,92,247,76965.21
"2018-06-24 17:56:00+00",97622,46,177,140,257,77260.21
"2018-06-24 17:57:00+00",97816,49,77,65,268,77500.21
"2018-06-24 17:58:00+00",97816,48,70,46,274,77855.21
"2018-06-24 17:59:00+00",97135,60,48,52,282,77975.21
"2018-06-24 18:00:00+00",96751,37,67,80,291,78123.21
"2018-06-24 18:01:00+00",96501,31,47,69,293,78153.21
"2018-06-24 18:02:00+00",96501,40,68,71,301,78583.21
"2018-06-24 18:03:00+00",96350,62,111,188,305,78653.36
"2018-06-24 18:04:00+00",96618,48,36,38,314,79018.36
"2018-06-24 18:05:00+00",96995,55,41,55,315,79033.36
"2018-06-24 18:06:00+00",97288,34,70,64,318,79186.67
"2018-06-24 18:07:00+00",98674,38,71,86,323,79301.67
"2018-06-24 18:08:00+00",98796,43,62,65,331,79456.67
"2018-06-24 18:09:00+00",99846,32,74,94,334,79511.67
"2018-06-24 18:10:00+00",100623,35,74,79,340,79631.67
"2018-06-24 19:02:00+00",102660,29,76,92,451,84459.12
"2018-06-24 19:03:00+00",102706,35,104,87,453,84470.12
"2018-06-24 19:04:00+00",102725,36,106,76,455,84495.12
"2018-06-24 19:05:00+00",102848,28,76,97,455,84495.12
"2018-06-24 19:06:00+00",102904,38,93,108,459,84565.12
"2018-06-24 19:07:00+00",102908,35,71,95,465,84810.12
"2018-06-24 19:08:00+00",102931,20,66,57,470,84930.12
"2018-06-24 19:09:00+00",102931,25,68,68,473,85050.12
"2018-06-24 19:10:00+00",103438,29,92,105,478,85260.12
"2018-06-24 19:11:00+00",103786,26,42,51,481,85281.12
"2018-06-24 19:12:00+00",103786,18,111,113,483,85436.12
"2018-06-24 19:13:00+00",103687,25,111,157,485,85601.12
"2018-06-24 19:14:00+00",104312,25,45,39,486,85621.12
"2018-06-24 19:15:00+00",104161,25,43,52,487,85639.12
"2018-06-24 19:16:00+00",104404,23,85,75,487,85639.12
"2018-06-24 19:17:00+00",104340,26,83,162,488,85644.12
"2018-06-24 19:18:00+00",104467,21,83,96,490,85804.12
"2018-06-24 19:19:00+00",104716,20,213,169,491,85854.12
"2018-06-24 19:20:00+00",105225,20,119,145,492,85879.12
"2018-06-24 19:21:00+00",104949,16,42,21,495,85969.12
"2018-06-24 19:22:00+00",105016,21,46,33,495,85969.12
"2018-06-24 19:23:00+00",105509,27,84,123,496,85994.12
"2018-06-24 19:24:00+00",105647,28,24,14,496,85994.12
"2018-06-24 19:25:00+00",105843,25,59,29,496,85994.12
"2018-06-24 19:26:00+00",105717,23,52,32,500,86199.12
"2018-06-24 19:27:00+00",104815,23,23,13,501,86274.12
"2018-06-24 19:28:00+00",104781,21,24,9,502,86299.12
"2018-06-24 19:29:00+00",104781,12,60,44,502,86299.12
"2018-06-24 19:30:00+00",104537,27,138,135,502,86299.12
"2018-06-24 19:31:00+00",104625,19,174,207,502,86299.12
"2018-06-24 19:32:00+00",104709,26,40,26,502,86299.12
"2018-06-24 19:33:00+00",105135,18,40,25,504,86354.12
"2018-06-24 19:34:00+00",105135,21,22,3,504,86354.12
"2018-06-24 19:35:00+00",105135,15,33,17,504,86354.12
"2018-06-24 19:36:00+00",105005,13,33,18,506,86524.12
"2018-06-24 19:37:00+00",104976,16,39,26,506,86524.12
"2018-06-24 19:38:00+00",105170,13,39,32,506,86524.12
"2018-06-24 19:39:00+00",105176,16,114,64,510,86589.12
"2018-06-24 19:40:00+00",104868,24,36,25,513,86639.12
"2018-06-24 19:41:00+00",105142,21,41,21,515,86684.12
"2018-06-24 19:42:00+00",105153,23,130,141,518,86764.12
"2018-06-24 19:43:00+00",105153,22,61,52,521,86969.12
"2018-06-24 19:44:00+00",104988,15,57,53,521,86969.12
"2018-06-24 19:45:00+00",105042,22,30,20,523,87009.12
"2018-06-24 22:44:00+00",120679,32,90,54,1022,111852.76
"2018-06-24 22:45:00+00",119817,28,75,45,1025,111937.76
"2018-06-24 22:46:00+00",119817,25,87,52,1027,112037.76
"2018-06-24 22:47:00+00",119813,19,248,212,1029,112077.76
"2018-06-24 22:48:00+00",119776,24,150,144,1029,112077.76
"2018-06-24 22:49:00+00",119588,19,145,255,1030,112107.76
"2018-06-24 22:50:00+00",119916,23,78,51,1031,112112.76
"2018-06-24 22:51:00+00",120160,37,148,78,1031,112112.76
"2018-06-24 22:52:00+00",120685,21,95,51,1033,112172.76
"2018-06-24 22:53:00+00",120685,39,97,89,1035,112232.76
"2018-06-25 09:23:00+00",62624,5,17,7,2491,176411.88
"2018-06-25 09:24:00+00",62579,3,31,20,2492,176436.88
"2018-06-25 09:25:00+00",62713,4,19,8,2493,176441.88
"2018-06-25 09:26:00+00",62729,8,27,4,2493,176441.88
"2018-06-25 09:27:00+00",63021,7,44,16,2494,176446.88
"2018-06-25 09:28:00+00",63049,7,45,7,2494,176446.88
"2018-06-25 09:29:00+00",63049,9,37,34,2494,176446.88
"2018-06-25 09:30:00+00",62777,2,50,20,2494,176446.88
"2018-06-25 09:31:00+00",62714,5,37,12,2494,176446.88
"2018-06-25 09:32:00+00",62643,1,22,8,2494,176446.88
"2018-06-25 09:33:00+00",62690,1,33,11,2494,176446.88
"2018-06-25 09:34:00+00",62667,7,38,40,2494,176446.88
"2018-06-25 09:35:00+00",62786,2,34,21,2494,176446.88
"2018-06-25 09:36:00+00",62876,3,20,12,2494,176446.88
"2018-06-25 09:37:00+00",62629,3,31,25,2495,176451.88
"2018-06-25 09:38:00+00",62629,2,21,26,2495,176451.88
"2018-06-25 09:39:00+00",62482,8,24,24,2496,176461.88
"2018-06-25 09:40:00+00",62498,3,26,37,2496,176461.88
"2018-06-25 09:41:00+00",62638,6,25,22,2497,176471.88
"2018-06-25 09:42:00+00",62612,5,31,18,2498,176476.88
"2018-06-25 09:43:00+00",62614,5,31,26,2498,176476.88
"2018-06-25 09:44:00+00",62757,3,33,12,2498,176476.88
"2018-06-25 09:45:00+00",62862,1,38,17,2498,176476.88
"2018-06-25 09:46:00+00",62865,1,33,18,2498,176476.88
"2018-06-25 09:47:00+00",62865,6,42,51,2499,176501.88
"2018-06-25 09:48:00+00",62880,12,37,22,2500,176506.88
"2018-06-24 19:46:00+00",105042,17,106,61,523,87009.12
"2018-06-24 19:47:00+00",105229,23,52,40,524,87034.12
"2018-06-24 19:48:00+00",105229,21,103,56,524,87034.12
"2018-06-24 19:49:00+00",106332,16,251,644,524,87034.12
"2018-06-24 19:50:00+00",106519,29,100,167,524,87034.12
"2018-06-24 19:51:00+00",107347,25,95,88,525,87134.12
"2018-06-24 19:52:00+00",108215,39,100,78,526,87149.12
"2018-06-24 19:53:00+00",108165,21,141,125,528,87324.12
"2018-06-24 19:54:00+00",107492,25,75,54,531,87409.12
"2018-06-24 19:55:00+00",105893,36,68,31,531,87409.12
"2018-06-24 19:56:00+00",104397,31,71,98,537,87559.12
"2018-06-24 19:57:00+00",104664,32,110,109,541,87659.12
"2018-06-24 19:58:00+00",104681,18,85,77,547,87804.12
"2018-06-24 19:59:00+00",104768,16,116,120,551,87904.12
"2018-06-24 20:00:00+00",104618,18,84,99,557,88009.12
"2018-06-24 20:01:00+00",104754,24,77,81,560,90067.12
"2018-06-24 20:02:00+00",104816,25,60,52,565,90212.12
"2018-06-24 20:03:00+00",105179,21,89,55,567,90242.12
"2018-06-24 20:04:00+00",105334,20,94,63,571,90287.12
"2018-06-24 20:05:00+00",105792,20,109,54,574,90417.12
"2018-06-24 20:06:00+00",106142,27,105,96,578,90472.12
"2018-06-24 20:07:00+00",105924,27,92,82,585,90757.12
"2018-06-24 20:08:00+00",105991,23,58,39,594,90922.12
"2018-06-24 20:09:00+00",106644,27,40,28,597,91152.12
"2018-06-24 20:10:00+00",106644,36,48,28,600,91197.12
"2018-06-24 20:11:00+00",108377,31,72,51,605,92797.12
"2018-06-24 20:12:00+00",108531,42,39,36,607,92962.12
"2018-06-24 20:13:00+00",109202,32,97,79,610,93017.12
"2018-06-24 20:14:00+00",109474,20,97,79,615,93327.12
"2018-06-24 20:15:00+00",109522,27,78,100,618,93357.12
"2018-06-24 20:16:00+00",110005,35,78,108,618,93357.12
"2018-06-24 20:17:00+00",110593,22,64,74,619,93377.12
"2018-06-24 20:18:00+00",110625,21,48,36,623,93452.12
"2018-06-24 20:19:00+00",110521,17,45,36,624,93457.12
"2018-06-24 20:20:00+00",110713,29,41,35,628,94047.12
"2018-06-24 20:21:00+00",110713,30,59,32,628,94047.12
"2018-06-24 20:22:00+00",111325,38,218,148,629,94072.12
"2018-06-24 20:23:00+00",111814,34,54,66,630,94122.12
"2018-06-24 20:24:00+00",111817,36,30,24,631,94137.12
"2018-06-24 20:25:00+00",111817,36,45,31,632,94162.12
"2018-06-24 20:26:00+00",111473,21,39,28,632,94162.12
"2018-06-24 20:27:00+00",111584,24,52,44,633,94180.12
"2018-06-24 20:28:00+00",111584,13,89,72,635,94220.12
"2018-06-24 20:29:00+00",111961,25,60,51,635,94220.12
"2018-06-24 20:30:00+00",112162,32,62,50,637,94240.12
"2018-06-24 20:31:00+00",112162,22,81,46,638,94265.12
"2018-06-24 22:54:00+00",120872,39,81,48,1037,112322.76
"2018-06-24 22:55:00+00",120986,28,67,73,1038,112327.76
"2018-06-24 22:56:00+00",120700,20,61,54,1038,112327.76
"2018-06-24 22:57:00+00",120968,13,43,26,1039,112332.76
"2018-06-24 22:58:00+00",121107,14,35,18,1042,112398.76
"2018-06-24 22:59:00+00",121503,23,69,66,1044,112413.76
"2018-06-24 23:00:00+00",121504,19,40,20,1045,112463.76
"2018-06-24 23:01:00+00",121504,24,64,43,1046,112503.76
"2018-06-24 23:02:00+00",122212,20,87,67,1047,112508.76
"2018-06-24 23:03:00+00",123925,19,58,43,1047,112508.76
"2018-06-24 23:04:00+00",126019,19,83,47,1048,112518.76
"2018-06-25 09:49:00+00",62880,3,28,22,2501,176531.88
"2018-06-25 09:50:00+00",62793,6,28,18,2501,176531.88
"2018-06-25 09:51:00+00",62875,5,18,4,2501,176531.88
"2018-06-25 09:52:00+00",62864,6,35,16,2502,176569.88
"2018-06-25 09:53:00+00",62920,2,26,22,2502,176569.88
"2018-06-25 09:54:00+00",62788,7,38,27,2502,176569.88
"2018-06-25 09:55:00+00",62942,2,27,21,2502,176569.88
"2018-06-25 09:56:00+00",62784,7,41,54,2502,176569.88
"2018-06-25 09:57:00+00",63058,7,29,23,2502,176569.88
"2018-06-25 09:58:00+00",63058,7,24,14,2502,176569.88
"2018-06-25 09:59:00+00",64275,3,62,81,2503,176579.88
"2018-06-25 10:00:00+00",64308,3,104,87,2503,176579.88
"2018-06-25 10:01:00+00",64678,6,70,30,2503,176579.88
"2018-06-25 10:02:00+00",64638,6,89,35,2503,176579.88
"2018-06-25 10:03:00+00",64609,9,67,33,2503,176579.88
"2018-06-25 10:04:00+00",63444,12,47,35,2504,176589.88
"2018-06-25 10:05:00+00",63112,6,73,33,2504,176589.88
"2018-06-25 10:06:00+00",62713,8,62,30,2504,176589.88
"2018-06-25 10:07:00+00",62476,7,64,27,2504,176589.88
"2018-06-25 10:08:00+00",62540,3,108,56,2505,176689.88
"2018-06-25 10:18:00+00",63752,5,20,21,2512,176764.88
"2018-06-25 10:19:00+00",63778,4,18,12,2512,176764.88
"2018-06-25 10:20:00+00",64029,4,25,39,2512,176764.88
"2018-06-25 10:21:00+00",64056,3,18,31,2512,176764.88
"2018-06-25 10:22:00+00",64171,5,37,34,2512,176764.88
"2018-06-25 10:23:00+00",64083,5,29,28,2512,176764.88
"2018-06-25 10:24:00+00",64200,6,24,17,2513,176784.88
"2018-06-25 10:25:00+00",64456,3,19,5,2514,176789.88
"2018-06-25 10:26:00+00",64456,7,15,12,2514,176789.88
"2018-06-25 10:27:00+00",64590,5,22,20,2514,176789.88
"2018-06-25 14:45:00+00",85767,15,53,55,2767,184238.24
"2018-06-25 14:46:00+00",86232,9,28,36,2769,184288.24
"2018-06-25 14:47:00+00",86427,11,74,65,2769,184308.24
"2018-06-25 14:48:00+00",87036,11,67,60,2771,184378.24
"2018-06-25 14:49:00+00",87238,12,94,112,2774,184448.24
"2018-06-25 14:50:00+00",87494,7,61,69,2777,184573.24
"2018-06-25 14:51:00+00",88823,6,153,272,2777,184573.24
"2018-06-25 14:52:00+00",88823,10,134,168,2778,184598.24
