"time","num_viewers","num_tweets","num_chats","num_emotes","num_donations","total_donations"
"2020-01-05 13:56:00+00",8249,8,6,2,2,30
"2020-01-05 13:57:00+00",8305,2,12,4,2,30
"2020-01-05 13:58:00+00",8352,7,13,16,2,30
"2020-01-05 13:59:00+00",8417,2,6,4,2,30
"2020-01-05 14:00:00+00",8444,42,11,7,2,30
"2020-01-05 14:01:00+00",8500,84,9,0,2,30
"2020-01-05 14:02:00+00",8499,69,11,5,2,30
"2020-01-05 14:03:00+00",8547,57,11,6,2,30
"2020-01-05 14:04:00+00",8588,58,18,3,2,30
"2020-01-05 14:05:00+00",8595,69,15,3,2,30
"2020-01-05 14:06:00+00",8595,76,11,3,2,30
"2020-01-05 14:07:00+00",8717,63,18,1,2,30
"2020-01-05 14:08:00+00",8734,54,22,6,2,30
"2020-01-05 14:09:00+00",8693,36,25,1,2,30
"2020-01-05 14:10:00+00",8748,51,21,4,2,30
"2020-01-05 14:11:00+00",8698,59,20,4,2,30
"2020-01-05 14:12:00+00",8701,38,23,3,2,30
"2020-01-05 14:13:00+00",8766,47,30,8,2,30
"2020-01-05 14:14:00+00",8843,34,19,7,2,30
"2020-01-05 14:15:00+00",8905,40,9,5,2,30
"2020-01-05 14:16:00+00",8906,31,7,6,2,30
"2020-01-05 14:17:00+00",8890,29,18,4,2,30
"2020-01-05 14:18:00+00",8930,31,10,4,2,30
"2020-01-05 14:19:00+00",8954,21,8,1,2,30
"2020-01-05 14:20:00+00",9005,23,15,2,2,30
"2020-01-05 14:21:00+00",9024,29,10,5,2,30
"2020-01-05 14:22:00+00",9025,32,9,10,2,30
"2020-01-05 14:23:00+00",9114,24,14,8,2,30
"2020-01-05 14:24:00+00",9236,21,10,5,2,30
"2020-01-05 14:25:00+00",9226,19,8,1,2,30
"2020-01-05 14:26:00+00",9299,15,21,3,2,30
"2020-01-05 14:27:00+00",9423,26,23,6,2,30
"2020-01-05 14:28:00+00",9426,12,31,3,2,30
"2020-01-05 14:29:00+00",9479,12,17,16,2,30
"2020-01-05 14:30:00+00",9551,21,13,18,2,30
"2020-01-05 14:31:00+00",9679,19,27,16,2,30
"2020-01-05 14:32:00+00",9659,27,9,7,2,30
"2020-01-05 14:33:00+00",9729,23,22,17,2,30
"2020-01-05 14:34:00+00",9751,20,19,9,2,30
"2020-01-05 14:35:00+00",9785,10,20,2,2,30
"2020-01-05 14:36:00+00",9894,11,37,5,2,30
"2020-01-05 14:37:00+00",9931,18,21,5,2,30
"2020-01-05 14:38:00+00",9990,26,22,15,2,30
"2020-01-05 14:39:00+00",10021,30,25,17,2,30
"2020-01-05 14:40:00+00",10027,25,21,8,2,30
"2020-01-05 14:41:00+00",10111,20,14,6,2,30
"2020-01-05 14:42:00+00",10165,11,13,2,2,30
"2020-01-05 14:43:00+00",10218,27,30,12,2,30
"2020-01-05 14:44:00+00",10302,15,22,27,3,35
"2020-01-05 14:45:00+00",10357,17,40,20,3,35
"2020-01-05 14:46:00+00",10431,11,30,10,3,35
"2020-01-05 14:47:00+00",10482,7,26,6,3,35
"2020-01-05 14:48:00+00",10495,10,35,18,3,35
"2020-01-05 14:49:00+00",10547,10,23,6,3,35
"2020-01-05 14:50:00+00",10570,18,30,14,3,35
"2020-01-05 14:51:00+00",10645,22,24,4,3,35
"2020-01-05 14:52:00+00",10715,15,21,6,3,35
"2020-01-05 14:53:00+00",10782,16,33,10,3,35
"2020-01-05 14:54:00+00",10830,14,32,10,3,35
"2020-01-05 14:55:00+00",10936,10,24,20,3,35
"2020-01-05 14:56:00+00",10978,13,41,26,3,35
"2020-01-05 14:57:00+00",11041,13,39,27,3,35
"2020-01-05 14:58:00+00",11173,11,44,30,4,45
"2020-01-05 14:59:00+00",11123,10,56,57,4,45
"2020-01-05 15:00:00+00",11136,8,31,15,4,45
"2020-01-05 15:01:00+00",11209,12,27,16,5,70
"2020-01-05 15:02:00+00",11316,5,20,10,5,70
"2020-01-05 15:03:00+00",11320,10,32,23,5,70
"2020-01-05 15:04:00+00",11408,5,24,16,5,70
"2020-01-05 15:05:00+00",11515,8,15,3,5,70
"2020-01-05 15:06:00+00",11704,12,30,26,5,70
"2020-01-05 15:07:00+00",11704,8,38,17,5,70
"2020-01-05 15:08:00+00",11737,7,42,27,5,70
"2020-01-05 15:09:00+00",11755,9,17,7,5,70
"2020-01-05 15:10:00+00",11797,9,32,28,5,70
"2020-01-05 15:11:00+00",11917,5,47,17,5,70
"2020-01-05 15:12:00+00",12027,10,37,19,5,70
"2020-01-05 15:13:00+00",12133,8,42,20,5,70
"2020-01-05 15:14:00+00",12180,8,45,27,5,70
"2020-01-05 15:15:00+00",12272,8,25,9,5,70
"2020-01-05 15:16:00+00",12415,9,37,23,5,70
"2020-01-05 15:17:00+00",12481,14,44,19,5,70
"2020-01-05 15:18:00+00",12572,13,41,18,5,70
"2020-01-05 15:19:00+00",12751,9,30,14,5,70
"2020-01-05 15:20:00+00",12735,13,34,7,5,70
"2020-01-05 15:21:00+00",12815,11,46,22,5,70
"2020-01-05 15:22:00+00",12866,5,40,14,5,70
"2020-01-05 15:23:00+00",12972,7,43,23,5,70
"2020-01-05 15:24:00+00",13053,13,38,29,5,70
"2020-01-05 15:25:00+00",13078,15,42,17,5,70
"2020-01-05 15:26:00+00",13143,15,47,27,5,70
"2020-01-05 15:27:00+00",13502,18,49,18,5,70
"2020-01-05 15:28:00+00",13592,6,57,37,5,70
"2020-01-05 15:29:00+00",13725,18,58,31,5,70
"2020-01-05 15:30:00+00",13777,9,46,30,5,70
"2020-01-05 15:31:00+00",13902,23,59,28,5,70
"2020-01-05 15:32:00+00",13984,12,47,12,5,70
"2020-01-05 15:33:00+00",14061,9,47,11,5,70
"2020-01-05 15:34:00+00",14155,14,53,25,5,70
"2020-01-05 15:35:00+00",14308,21,34,16,5,70
"2020-01-05 15:36:00+00",14376,13,44,23,5,70
"2020-01-05 15:37:00+00",14584,11,79,32,5,70
"2020-01-05 15:38:00+00",14548,10,49,35,5,70
"2020-01-05 15:39:00+00",14591,25,50,28,5,70
"2020-01-05 15:40:00+00",14860,19,66,31,5,70
"2020-01-05 15:41:00+00",15135,15,61,22,5,70
"2020-01-05 15:42:00+00",15208,23,47,18,5,70
"2020-01-05 15:43:00+00",15300,29,55,35,5,70
"2020-01-05 15:44:00+00",15646,28,56,30,5,70
"2020-01-05 15:45:00+00",15818,22,52,34,5,70
"2020-01-05 15:46:00+00",15854,17,81,37,5,70
"2020-01-05 15:47:00+00",16102,16,78,49,5,70
"2020-01-05 15:48:00+00",16284,21,76,52,5,70
"2020-01-05 15:49:00+00",16471,19,80,49,5,70
"2020-01-05 15:50:00+00",16856,17,112,97,5,70
"2020-01-05 15:51:00+00",17059,13,98,53,6,75
"2020-01-05 15:52:00+00",17243,18,58,44,6,75
"2020-01-05 15:53:00+00",17468,16,64,24,6,75
"2020-01-05 15:54:00+00",17863,20,105,41,6,75
"2020-01-05 15:55:00+00",18265,11,143,92,6,75
"2020-01-05 15:56:00+00",18221,15,179,120,6,75
"2020-01-05 15:57:00+00",18740,16,141,72,6,75
"2020-01-05 15:58:00+00",19058,15,159,79,6,75
"2020-01-05 15:59:00+00",19601,8,185,144,6,75
"2020-01-05 16:00:00+00",19851,16,252,153,6,75
"2020-01-05 16:01:00+00",20428,20,280,218,6,75
"2020-01-05 16:02:00+00",19941,27,511,485,6,75
"2020-01-05 16:03:00+00",16922,49,497,645,6,75
"2020-01-05 16:04:00+00",16403,34,287,280,6,75
"2020-01-05 16:05:00+00",17739,30,80,88,6,75
"2020-01-05 16:06:00+00",19961,28,202,114,7,100
"2020-01-05 16:07:00+00",25650,27,122,87,8,125
"2020-01-05 16:08:00+00",24257,26,70,61,8,125
"2020-01-05 16:09:00+00",22292,27,59,51,8,125
"2020-01-05 16:10:00+00",22975,20,84,81,8,125
"2020-01-05 16:11:00+00",23748,20,139,103,9,135
"2020-01-05 16:12:00+00",25074,21,84,59,9,135
"2020-01-05 16:13:00+00",26217,22,54,63,9,135
"2020-01-05 16:14:00+00",27284,27,74,84,9,135
"2020-01-05 16:15:00+00",27935,21,58,54,9,135
"2020-01-05 16:16:00+00",29580,16,79,55,9,135
"2020-01-05 16:17:00+00",29584,17,98,83,9,135
"2020-01-05 16:18:00+00",32200,22,61,40,9,135
"2020-01-05 16:19:00+00",33156,18,104,72,10,160
"2020-01-05 16:20:00+00",34004,27,131,122,10,160
"2020-01-05 16:21:00+00",35748,29,151,118,10,160
"2020-01-05 16:22:00+00",36729,28,81,55,10,160
"2020-01-05 16:23:00+00",38097,22,117,71,10,160
"2020-01-05 16:24:00+00",39236,22,76,67,10,160
"2020-01-05 16:25:00+00",39950,24,109,126,10,160
"2020-01-05 16:26:00+00",42086,23,137,149,11,185
"2020-01-05 16:27:00+00",43078,49,269,267,13,285
"2020-01-05 16:28:00+00",44075,32,173,165,13,285
"2020-01-05 16:29:00+00",45667,35,140,104,13,285
"2020-01-05 16:32:00+00",55668,82,245,311,15,295
"2020-01-05 16:46:00+00",68998,52,283,172,495,16157.59
"2020-01-05 16:30:00+00",47613,51,329,345,13,285
"2020-01-05 16:31:00+00",51033,87,180,181,14,290
"2020-01-05 16:33:00+00",57315,88,175,253,16,300
"2020-01-05 16:34:00+00",59542,79,95,87,19,400
"2020-01-05 16:35:00+00",60589,81,145,108,75,2575.6
"2020-01-05 16:36:00+00",60748,81,209,144,167,5848.17
"2020-01-05 16:37:00+00",62297,78,150,156,249,8925.93
"2020-01-05 16:38:00+00",63110,69,240,243,336,11387.41
"2020-01-05 16:39:00+00",63322,64,143,165,391,13461.59
"2020-01-05 16:40:00+00",65028,44,131,106,422,14526.59
"2020-01-05 16:41:00+00",65440,58,80,85,452,15006.59
"2020-01-05 16:42:00+00",66019,49,96,86,465,15306.59
"2020-01-05 16:43:00+00",66599,41,200,140,473,15606.59
"2020-01-05 16:44:00+00",67311,44,142,140,483,15897.59
"2020-01-05 16:45:00+00",68075,39,106,56,486,15922.59
"2020-01-05 16:47:00+00",70107,45,122,91,498,16357.59
"2020-01-05 16:48:00+00",70995,46,47,34,504,16474.79
"2020-01-05 16:49:00+00",71254,41,129,95,505,16489.79
"2020-01-05 16:50:00+00",72811,46,173,147,512,16689.79
"2020-01-05 16:51:00+00",73347,51,95,67,518,16824.79
"2020-01-05 16:52:00+00",74625,39,128,102,523,17084.79
"2020-01-05 16:53:00+00",75443,49,89,49,525,17159.79
"2020-01-05 16:54:00+00",75955,41,106,60,530,17314.79
"2020-01-05 16:55:00+00",76491,37,181,143,534,17404.79
"2020-01-05 16:56:00+00",77052,34,222,187,537,17634.79
"2020-01-05 16:57:00+00",77950,40,145,77,540,17694.79
"2020-01-05 16:58:00+00",78382,48,294,59,544,18829.79
"2020-01-05 16:59:00+00",78808,31,207,62,547,18949.79
"2020-01-05 17:00:00+00",80118,33,243,87,549,19074.79
"2020-01-05 17:01:00+00",80787,33,315,234,549,19074.79
"2020-01-05 17:02:00+00",81724,69,198,271,553,19214.79
"2020-01-05 17:03:00+00",83269,77,135,174,555,19259.79
"2020-01-05 17:04:00+00",84051,89,313,547,557,19339.79
"2020-01-05 17:05:00+00",85286,99,113,259,563,19399.79
"2020-01-05 17:06:00+00",86270,76,65,77,568,19629.79
"2020-01-05 17:07:00+00",86676,106,75,95,572,19789.79
"2020-01-05 17:08:00+00",88016,91,118,117,581,19985.67
"2020-01-05 17:09:00+00",88427,86,89,47,583,20000.67
"2020-01-05 17:10:00+00",88231,81,194,177,589,20095.67
"2020-01-05 17:11:00+00",88787,71,85,97,598,21639.67
"2020-01-05 17:12:00+00",88922,83,66,65,601,21689.67
"2020-01-05 17:13:00+00",89102,53,63,53,606,21774.67
"2020-01-05 17:14:00+00",89365,52,47,44,611,21859.67
"2020-01-05 17:15:00+00",89305,65,56,21,620,22149.67
"2020-01-05 17:16:00+00",90057,64,64,89,622,22159.67
"2020-01-05 17:17:00+00",90231,51,40,28,624,22189.67
"2020-01-05 17:18:00+00",90427,51,55,58,629,22374.67
"2020-01-05 17:19:00+00",91165,76,45,47,633,22418.04
"2020-01-05 17:20:00+00",91422,69,43,48,635,22493.04
"2020-01-05 17:21:00+00",91704,57,58,70,635,22493.04
"2020-01-05 17:22:00+00",91969,47,62,50,638,22603.04
"2020-01-05 17:23:00+00",92601,49,59,57,642,22710.26
"2020-01-05 17:24:00+00",93177,46,100,101,646,22865.26
"2020-01-05 17:25:00+00",93903,46,48,37,652,23110.26
"2020-01-05 17:26:00+00",93987,55,123,163,653,23130.26
"2020-01-05 17:27:00+00",94579,47,57,27,658,23280.26
"2020-01-05 17:28:00+00",94932,34,86,71,659,23780.26
"2020-01-05 17:29:00+00",95439,33,111,109,663,23835.26
"2020-01-05 17:30:00+00",95583,38,62,59,665,23945.26
"2020-01-05 17:31:00+00",95883,55,85,71,669,24130.26
"2020-01-05 17:32:00+00",96485,32,58,70,670,24170.26
"2020-01-05 17:33:00+00",97046,25,80,98,673,24300.26
"2020-01-05 17:34:00+00",97500,36,92,100,677,24375.26
"2020-01-05 17:35:00+00",97591,36,52,73,682,24560.95
"2020-01-05 17:36:00+00",97580,26,78,71,685,34635.95
"2020-01-05 17:37:00+00",97905,28,86,73,691,35195.95
"2020-01-05 17:38:00+00",98342,28,50,58,693,35215.95
"2020-01-05 17:39:00+00",98840,37,43,37,695,35260.95
"2020-01-05 17:40:00+00",98928,36,54,81,698,35290.95
"2020-01-05 17:41:00+00",98928,25,48,35,702,35525.95
"2020-01-05 17:42:00+00",99151,17,26,35,705,35850.95
"2020-01-05 17:43:00+00",100044,43,49,54,706,35900.95
"2020-01-05 17:44:00+00",100425,22,113,61,710,36059.28
"2020-01-05 17:45:00+00",101285,34,48,41,710,36059.28
"2020-01-05 17:46:00+00",102155,32,104,120,710,36059.28
"2020-01-05 17:47:00+00",102491,41,275,868,711,36159.28
"2020-01-05 17:48:00+00",102934,37,110,231,711,36159.28
"2020-01-05 17:49:00+00",103652,40,150,282,712,36169.28
"2020-01-05 17:50:00+00",102845,47,182,229,715,36224.28
"2020-01-05 17:51:00+00",102044,59,108,208,717,36259.28
"2020-01-05 17:52:00+00",102212,45,96,56,720,36314.28
"2020-01-05 17:53:00+00",102231,49,107,59,722,36374.28
"2020-01-05 17:54:00+00",101818,45,66,37,727,36524.28
"2020-01-05 17:55:00+00",102032,58,152,98,731,36709.28
"2020-01-05 17:56:00+00",101992,43,95,117,736,36819.28
"2020-01-05 17:57:00+00",102293,46,41,26,742,36904.28
"2020-01-05 17:58:00+00",102219,46,64,51,742,36904.28
"2020-01-05 17:59:00+00",102323,38,63,64,746,37079.28
"2020-01-05 18:00:00+00",102628,40,43,53,749,37164.28
"2020-01-05 18:01:00+00",103137,48,42,39,751,37204.28
"2020-01-05 18:02:00+00",103453,33,42,38,758,37335.28
"2020-01-05 18:03:00+00",103477,34,41,27,761,37400.28
"2020-01-05 18:04:00+00",103473,37,34,18,764,37535.28
"2020-01-05 18:05:00+00",104106,32,101,160,768,37615.28
"2020-01-05 18:06:00+00",104610,44,120,132,769,37630.28
"2020-01-05 18:07:00+00",104633,31,156,250,776,38905.28
"2020-01-05 18:08:00+00",105412,43,64,55,784,39155.28
"2020-01-05 18:09:00+00",106709,32,67,83,792,39275.28
"2020-01-05 18:10:00+00",106935,27,90,113,794,39305.28
"2020-01-05 18:11:00+00",107227,38,55,45,798,39370.28
"2020-01-05 18:12:00+00",108087,25,85,43,801,39580.28
"2020-01-05 18:13:00+00",108292,28,38,42,808,39805.28
"2020-01-05 18:14:00+00",108858,23,53,21,810,39820.28
"2020-01-05 18:15:00+00",109475,21,63,50,813,39880.28
"2020-01-05 18:16:00+00",109475,26,31,30,816,39945.28
"2020-01-05 18:17:00+00",109756,26,68,90,818,39990.28
"2020-01-05 18:18:00+00",110769,27,50,51,820,40515.28
"2020-01-05 18:19:00+00",110853,16,40,39,821,40540.28
"2020-01-05 18:20:00+00",111276,22,115,112,822,40565.28
"2020-01-05 18:21:00+00",111768,37,35,31,828,40745.92
"2020-01-05 18:22:00+00",112505,34,70,47,830,40805.92
"2020-01-05 18:23:00+00",112585,32,46,25,831,40830.92
"2020-01-05 18:24:00+00",113063,26,88,55,833,40850.92
"2020-01-05 18:25:00+00",113149,25,79,67,835,40865.92
"2020-01-05 18:26:00+00",113404,30,198,270,836,40875.92
"2020-01-05 18:27:00+00",113786,21,73,177,837,40900.92
"2020-01-05 18:28:00+00",114350,26,82,81,839,40935.92
"2020-01-05 18:29:00+00",114577,26,27,49,839,40935.92
"2020-01-05 18:30:00+00",114717,25,55,70,840,40940.92
"2020-01-05 18:31:00+00",115304,13,82,69,840,40940.92
"2020-01-05 18:32:00+00",116373,28,107,165,844,42265.92
"2020-01-05 18:33:00+00",116594,25,145,173,845,42290.92
"2020-01-05 18:34:00+00",117154,26,75,71,848,42800.92
"2020-01-05 18:35:00+00",116995,16,41,33,851,42845.92
"2020-01-05 18:36:00+00",117259,26,50,30,851,42845.92
"2020-01-05 18:37:00+00",117872,46,58,21,852,42870.92
"2020-01-05 18:38:00+00",118362,28,47,28,854,42905.92
"2020-01-05 18:39:00+00",118719,29,73,49,856,42945.92
"2020-01-05 18:40:00+00",119067,36,59,37,858,42970.92
"2020-01-05 18:41:00+00",119611,23,56,39,860,43025.92
"2020-01-05 18:42:00+00",119649,24,47,49,864,43120.92
"2020-01-05 18:43:00+00",120051,21,38,32,867,43164.75
"2020-01-05 18:44:00+00",120413,28,42,60,868,43184.75
"2020-01-05 18:45:00+00",120699,21,136,146,873,43435.37
"2020-01-05 18:46:00+00",121178,23,45,59,875,43470.37
"2020-01-05 18:47:00+00",121769,36,74,147,876,43570.37
"2020-01-05 18:48:00+00",122174,30,225,640,877,43595.37
"2020-01-05 18:49:00+00",123438,51,83,198,881,43695.37
"2020-01-05 18:50:00+00",121096,32,101,168,884,43815.37
"2020-01-05 18:51:00+00",119303,29,184,250,887,43860.37
"2020-01-05 18:52:00+00",118939,36,71,91,890,43955.37
"2020-01-05 18:53:00+00",117726,37,100,68,892,44030.37
"2020-01-05 18:54:00+00",117135,45,51,84,896,44105.37
"2020-01-05 18:55:00+00",116112,39,76,89,901,44205.37
"2020-01-05 18:56:00+00",115983,45,77,44,906,44520.37
"2020-01-05 18:57:00+00",116114,46,62,51,913,45200.37
"2020-01-05 18:58:00+00",116672,41,54,41,921,45415.37
"2020-01-05 18:59:00+00",117147,46,58,48,927,45580.74
"2020-01-05 19:00:00+00",117350,50,58,59,931,45645.74
"2020-01-05 19:01:00+00",117944,28,81,79,931,45645.74
"2020-01-05 19:02:00+00",117840,42,54,56,941,45890.74
"2020-01-05 19:03:00+00",117957,32,90,117,950,46000.74
"2020-01-05 19:04:00+00",118204,45,78,102,961,46327.64
"2020-01-05 19:05:00+00",118782,41,129,170,971,46517.64
"2020-01-05 19:06:00+00",119262,27,85,105,979,46952.64
"2020-01-05 19:07:00+00",120108,39,54,41,996,47762.64
"2020-01-05 19:08:00+00",120742,50,54,42,1002,47912.64
"2020-01-05 19:09:00+00",120993,35,32,26,1005,47972.64
"2020-01-05 19:10:00+00",121533,37,52,46,1011,48412.64
"2020-01-05 19:11:00+00",122171,45,112,74,1017,48592.64
"2020-01-05 19:12:00+00",122425,36,67,72,1022,48888.64
"2020-01-05 19:13:00+00",122755,28,37,32,1025,48926.64
"2020-01-05 19:14:00+00",122714,36,18,10,1028,49026.64
"2020-01-05 19:15:00+00",122872,37,51,68,1029,49036.64
"2020-01-05 19:16:00+00",123449,27,33,31,1034,49116.64
"2020-01-05 19:17:00+00",123698,30,67,48,1036,49226.63
"2020-01-05 19:18:00+00",124177,25,59,47,1040,49431.63
"2020-01-05 19:19:00+00",124876,34,52,50,1047,49713.63
"2020-01-05 19:20:00+00",124876,23,42,46,1049,49748.63
"2020-01-05 19:21:00+00",124889,19,59,97,1049,49748.63
"2020-01-05 19:22:00+00",125635,32,54,70,1049,49748.63
"2020-01-05 19:23:00+00",125632,30,65,44,1053,49816.63
"2020-01-05 19:24:00+00",125377,34,75,37,1057,49966.63
"2020-01-05 19:25:00+00",125398,23,85,81,1058,50066.63
"2020-01-05 19:26:00+00",125948,23,71,80,1059,50086.63
"2020-01-05 19:27:00+00",126159,20,59,55,1061,50121.63
"2020-01-05 19:28:00+00",126144,25,51,42,1061,50121.63
"2020-01-05 19:29:00+00",125875,38,57,52,1063,50138.63
"2020-01-05 19:30:00+00",126262,30,51,37,1066,50203.63
"2020-01-05 19:31:00+00",126499,21,61,57,1067,50208.63
"2020-01-05 19:32:00+00",126518,16,73,59,1068,50233.63
"2020-01-05 19:33:00+00",127465,36,80,61,1069,50243.63
"2020-01-05 19:34:00+00",127886,24,84,82,1069,50243.63
"2020-01-05 19:35:00+00",128289,23,69,50,1072,50358.63
"2020-01-05 19:36:00+00",129235,41,63,51,1073,50363.63
"2020-01-05 19:37:00+00",128815,24,59,60,1074,50368.63
"2020-01-05 19:38:00+00",129216,28,65,79,1077,50408.83
"2020-01-05 19:39:00+00",129318,18,68,34,1077,50408.83
"2020-01-05 19:40:00+00",129392,19,51,22,1080,50495.49
"2020-01-05 19:41:00+00",129081,25,66,37,1082,50530.49
"2020-01-05 19:42:00+00",129299,30,72,52,1084,50555.49
"2020-01-05 19:43:00+00",129724,40,52,26,1087,50615.49
"2020-01-05 19:44:00+00",130277,26,151,103,1088,50620.49
"2020-01-05 19:45:00+00",130580,33,73,86,1089,50640.49
"2020-01-05 19:46:00+00",130386,30,64,55,1089,50640.49
"2020-01-05 19:47:00+00",130386,21,55,48,1092,50695.49
"2020-01-05 19:48:00+00",130906,23,48,45,1092,50695.49
"2020-01-05 19:49:00+00",130935,28,33,34,1093,50720.49
"2020-01-05 19:50:00+00",131326,27,39,45,1094,50745.49
"2020-01-05 19:51:00+00",131783,23,50,62,1094,50745.49
"2020-01-05 19:52:00+00",132119,28,64,91,1095,50755.49
"2020-01-05 19:53:00+00",132347,23,137,160,1098,50840.49
"2020-01-05 19:54:00+00",132731,20,71,62,1101,50915.49
"2020-01-05 19:55:00+00",133333,18,281,807,1104,50981.49
"2020-01-05 19:56:00+00",133792,24,205,197,1105,51981.49
"2020-01-05 19:57:00+00",134103,28,68,83,1107,52016.49
"2020-01-05 19:58:00+00",131149,26,64,48,1110,52053.49
"2020-01-05 19:59:00+00",130333,52,69,48,1115,52388.49
"2020-01-05 20:00:00+00",127390,56,61,48,1123,52573.49
"2020-01-05 20:01:00+00",127143,41,51,55,1126,52633.49
"2020-01-05 20:02:00+00",126891,42,38,17,1129,52688.49
"2020-01-05 20:03:00+00",126572,39,48,45,1136,52798.49
"2020-01-05 20:04:00+00",126634,36,60,52,1142,52943.49
"2020-01-05 20:05:00+00",126883,38,137,130,1142,52943.49
"2020-01-05 20:06:00+00",126942,39,89,73,1145,52998.49
"2020-01-05 20:07:00+00",126449,34,66,50,1149,53058.49
"2020-01-05 20:08:00+00",126065,43,47,49,1151,53073.49
"2020-01-05 20:09:00+00",125809,27,49,59,1154,53219.49
"2020-01-05 20:10:00+00",125572,28,28,38,1155,53229.49
"2020-01-05 20:11:00+00",125449,25,27,32,1159,53324.49
"2020-01-05 20:12:00+00",125704,18,81,79,1164,53446.49
"2020-01-05 20:13:00+00",125773,14,38,22,1170,53571.49
"2020-01-05 20:14:00+00",126225,21,89,49,1174,53666.49
"2020-01-05 20:15:00+00",126249,17,50,37,1176,53741.49
"2020-01-05 20:16:00+00",127003,24,51,31,1181,53836.49
"2020-01-05 20:17:00+00",127274,19,45,53,1183,53871.49
"2020-01-05 21:04:00+00",131707,24,30,11,1292,57824.5
"2020-01-05 21:54:00+00",139453,16,74,56,1497,68783.5
"2020-01-05 20:18:00+00",127524,25,53,51,1185,53906.49
"2020-01-05 20:19:00+00",128134,20,40,46,1199,54496.49
"2020-01-05 20:20:00+00",128306,30,155,119,1204,54661.49
"2020-01-05 20:21:00+00",129143,25,60,47,1208,54766.49
"2020-01-05 20:22:00+00",129225,23,46,44,1218,55471.73
"2020-01-05 20:23:00+00",129864,29,18,6,1219,55491.73
